0	4
0.032296	3.8416
0.062276	3.6864
0.090092	3.5344
0.115896	3.3856
0.139804	3.24
0.16192	3.0976
0.182328	2.9584
0.201104	2.8224
0.218312	2.6896
0.234008	2.56
0.248236	2.4336
0.261036	2.3104
0.272444	2.1904
0.2825	2.0736
0.291232	1.96
0.298668	1.8496
0.304836	1.7424
0.309768	1.6384
0.313428	1.5376
0.3156	1.44
0.316328	1.3456
0.315672	1.2544
0.313704	1.1664
0.310484	1.0816
0.306084	1
0.300572	0.9216
0.294012	0.8464
0.286472	0.7744
0.278028	0.7056
0.268744	0.64
0.258688	0.5776
0.247932	0.5184
0.236536	0.4624
0.224576	0.4096
0.212108	0.36
0.199196	0.3136
0.185904	0.2704
0.172288	0.2304
0.158404	0.1936
0.1443	0.16
0.130028	0.1296
0.115636	0.1024
0.10116	0.0784
0.086636	0.0576
0.072096	0.04
0.057576	0.0256
0.043088	0.0144
0.028656	0.0064
0.014292	0.0016
0	0
0	0
-0.013972	0.0016
-0.027376	0.0064
-0.04022	0.0144
-0.052496	0.0256
-0.064196	0.04
-0.075324	0.0576
-0.085864	0.0784
-0.095812	0.1024
-0.10516	0.1296
-0.1139	0.16
-0.122024	0.1936
-0.129528	0.2304
-0.136396	0.2704
-0.142624	0.3136
-0.148208	0.36
-0.15314	0.4096
-0.15742	0.4624
-0.161048	0.5184
-0.16402	0.5776
-0.166344	0.64
-0.168024	0.7056
-0.169076	0.7744
-0.169504	0.8464
-0.169336	0.9216
-0.168584	1
-0.16728	1.0816
-0.165452	1.1664
-0.163136	1.2544
-0.160372	1.3456
-0.1572	1.44
-0.153672	1.5376
-0.149808	1.6384
-0.1454	1.7424
-0.140396	1.8496
-0.134832	1.96
-0.128732	2.0736
-0.122128	2.1904
-0.115052	2.3104
-0.107536	2.4336
-0.099608	2.56
-0.091292	2.6896
-0.082612	2.8224
-0.073584	2.9584
-0.06422	3.0976
-0.054516	3.24
-0.044464	3.3856
-0.034036	3.5344
-0.023192	3.6864
-0.011876	3.8416
0	4
