0.0096498	5.4
0.019737	5.2649892
0.0309204	5.130675
0.0432864	4.996404
0.0568026	4.862106
0.0713772	4.72797
0.0869076	4.5942714
0.10341	4.4609454
0.1209276	4.3279704
0.1394766	4.195422
0.1591758	4.061907
0.1797066	3.9277872
0.2004534	3.7941642
0.2210868	3.6599688
0.2411316	3.5252766
0.260172	3.3906384
0.2780352	3.2558868
0.2945862	3.1212378
0.3097872	2.9866482
0.323568	2.8519722
0.335745	2.7171126
0.3459618	2.5826418
0.3540564	2.4463296
0.3597534	2.3096124
0.3630798	2.1739482
0.3643056	2.037933
0.3637116	1.9027872
0.358101	1.6324848
0.3474522	1.3611726
0.3402108	1.2250224
0.3314466	1.088883
0.3207006	0.9521388
0.3072492	0.8152056
0.2896236	0.676863
0.2656314	0.5374026
0.2315844	0.3956472
0.1824444	0.2538756
0.115965	0.1262088
0.0548424	0.0498366
0.0110322	0.0151416
-0.0357912	0
-0.0766422	0.018873
-0.1022598	0.0646488
-0.1063368	0.07641
-0.1184598	0.1224288
-0.128601	0.1805868
-0.1413612	0.3219642
-0.1455516	0.4492422
-0.1467396	0.5765364
-0.1471338	0.7061202
-0.1481274	0.8368272
-0.1502496	0.9689436
-0.1532574	1.101249
-0.1566486	1.2341592
-0.1600614	1.3670532
-0.1664604	1.6338402
-0.1716552	1.901637
-0.1735236	2.0355354
-0.1747116	2.1685752
-0.175068	2.3019552
-0.1744362	2.4342876
-0.1727838	2.5670196
-0.169911	2.7015984
-0.166023	2.8357884
-0.1612602	2.9701566
-0.155817	3.1046166
-0.1498662	3.2390172
-0.143613	3.3733098
-0.1371762	3.5077212
-0.1306908	3.642084
-0.124173	3.7769328
-0.1176012	3.9123594
-0.1109268	4.0472838
-0.1039068	4.1828238
-0.0962928	4.319325
-0.0878958	4.4553942
-0.078435	4.5911178
-0.067743	4.7264688
-0.055701	4.861377
-0.0433404	4.9961286
-0.0307962	5.1309072
-0.0171126	5.2656372
0.0011016	5.4
