0.004	4
0.0112	3.9
0.0172	3.8
0.0244	3.7
0.0328	3.6004
0.0424	3.5008
0.052	3.4012
0.0624	3.3012
0.0724	3.2016
0.0828	3.1016
0.0936	3.0036
0.1044	2.9024
0.1152	2.8012
0.1252	2.7024
0.1352	2.6016
0.144	2.502
0.1528	2.4008
0.1604	2.3008
0.1668	2.2012
0.1728	2.1004
0.1776	2
0.1816	1.9
0.1844	1.8
0.1864	1.7
0.1872	1.6
0.1872	1.4996
0.186	1.3996
0.1828	1.2004
0.1776	0.9996
0.1744	0.8992
0.1704	0.8
0.1652	0.6984
0.1592	0.5972
0.1524	0.498
0.1436	0.3952
0.1316	0.2992
0.1104	0.1904
0.0748	0.0884
0.0444	0.0396
0.016	0.012
0.002	0.004
-0.016	0
-0.016	0
-0.044	0.016
-0.0512	0.028
-0.0624	0.0604
-0.0728	0.1116
-0.0856	0.2096
-0.0936	0.3008
-0.1008	0.4048
-0.106	0.502
-0.1104	0.6028
-0.1144	0.7016
-0.1176	0.8
-0.1208	0.9008
-0.1236	1.0004
-0.1284	1.1996
-0.1316	1.4004
-0.132	1.5004
-0.132	1.6
-0.1312	1.7
-0.1292	1.8
-0.1264	1.9
-0.1224	2
-0.1184	2.0984
-0.114	2.1988
-0.1092	2.2992
-0.1048	2.3992
-0.0996	2.498
-0.0948	2.5984
-0.0892	2.6976
-0.084	2.7988
-0.0784	2.8976
-0.0724	2.9964
-0.0664	3.0984
-0.0604	3.1984
-0.054	3.2984
-0.0472	3.3988
-0.0408	3.4992
-0.034	3.5996
-0.0268	3.7
-0.0192	3.8
-0.0108	3.9
-0.0008	4
